Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1981","1981","1000 t","19713","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1982","1982","1000 t","20043","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1983","1983","1000 t","20019","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1984","1984","1000 t","20029","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1985","1985","1000 t","20200","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1986","1986","1000 t","21385","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1987","1987","1000 t","21686","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1988","1988","1000 t","21273","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1989","1989","1000 t","22043","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1990","1990","1000 t","23237","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1991","1991","1000 t","22915","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1992","1992","1000 t","22848","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1993","1993","1000 t","22894","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1994","1994","1000 t","23818","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1995","1995","1000 t","24451","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1996","1996","1000 t","25245","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1997","1997","1000 t","25750","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1998","1998","1000 t","26411","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","1999","1999","1000 t","26138","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2000","2000","1000 t","25415","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2001","2001","1000 t","26421","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2002","2002","1000 t","25125","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2003","2003","1000 t","26222","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2004","2004","1000 t","26545","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2005","2005","1000 t","25351","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2006","2006","1000 t","27890","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2007","2007","1000 t","29404","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2008","2008","1000 t","32810","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2009","2009","1000 t","31306","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2010","2010","1000 t","34195","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2011","2011","1000 t","35039","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2012","2012","1000 t","38185","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5123","Losses","F2514","Maize and products","2013","2013","1000 t","40703","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1961","1961","1000 t","33861","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1962","1962","1000 t","34881","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1963","1963","1000 t","35543","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1964","1964","1000 t","36733","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1965","1965","1000 t","38672","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1966","1966","1000 t","39411","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1967","1967","1000 t","41881","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1968","1968","1000 t","41267","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1969","1969","1000 t","42746","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1970","1970","1000 t","44306","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1971","1971","1000 t","42369","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1972","1972","1000 t","43850","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1973","1973","1000 t","46162","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1974","1974","1000 t","46899","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1975","1975","1000 t","49805","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1976","1976","1000 t","50149","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1977","1977","1000 t","51536","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1978","1978","1000 t","54117","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1979","1979","1000 t","53921","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1980","1980","1000 t","57172","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1981","1981","1000 t","58459","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1982","1982","1000 t","58448","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1983","1983","1000 t","63004","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1984","1984","1000 t","65475","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1985","1985","1000 t","65542","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1986","1986","1000 t","70155","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1987","1987","1000 t","69891","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1988","1988","1000 t","75207","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1989","1989","1000 t","77721","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1990","1990","1000 t","78059","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1991","1991","1000 t","77955","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1992","1992","1000 t","82023","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1993","1993","1000 t","84701","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1994","1994","1000 t","85862","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1995","1995","1000 t","88964","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1996","1996","1000 t","91485","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1997","1997","1000 t","90948","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1998","1998","1000 t","93079","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","1999","1999","1000 t","93531","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2000","2000","1000 t","95678","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2001","2001","1000 t","97434","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2002","2002","1000 t","98209","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2003","2003","1000 t","102793","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2004","2004","1000 t","103839","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2005","2005","1000 t","105787","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2006","2006","1000 t","107462","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2007","2007","1000 t","109530","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2008","2008","1000 t","113347","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2009","2009","1000 t","113756","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2010","2010","1000 t","117685","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2011","2011","1000 t","120408","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2012","2012","1000 t","122584","E","Estimated value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5142","Food","F2514","Maize and products","2013","2013","1000 t","125181","E","Estimated value"
